user_id,monthly_income,category,subcategory,expense_name,amount,frequency,monthly_equivalent
127,6172.86,needs,insurance,insurance,271.18,monthly,271.18
127,6172.86,needs,bills,bills,52.05,weekly,225.38
127,6172.86,needs,healthcare,healthcare,206.23,monthly,206.23
127,6172.86,needs,childcare,childcare,211.23,monthly,211.23
127,6172.86,needs,other,other,124.6,one time,124.6
127,6172.86,wants,dining out,dining_out,123.47,weekly,534.63
127,6172.86,wants,entertainment,entertainment,348.44,monthly,348.44
127,6172.86,wants,shopping,shopping,546.01,one time,546.01
127,6172.86,wants,subscriptions,subscriptions,195.38,monthly,195.38
127,6172.86,wants,hobbies,hobbies,311.65,monthly,311.65
127,6172.86,wants,travel,travel,76.1,weekly,329.51
127,6172.86,wants,personal care,personal_care,201.74,one time,201.74
127,6172.86,wants,other,other,20.39,biweekly,44.25
128,4113.58,needs,groceries,groceries,91.74,weekly,397.23
128,4113.58,needs,rent/mortgage,rent_mortgage,628.35,biweekly,1363.52
128,4113.58,needs,utilities,utilities,201.45,monthly,201.45
128,4113.58,needs,gas/transport,gas_transport,70.0,weekly,303.1
128,4113.58,needs,insurance,insurance,250.09,monthly,250.09
128,4113.58,needs,bills,bills,27.18,weekly,117.69
128,4113.58,needs,healthcare,healthcare,28.36,weekly,122.8
128,4113.58,wants,entertainment,entertainment,173.03,monthly,173.03
128,4113.58,wants,hobbies,hobbies,148.83,monthly,148.83
128,4113.58,wants,travel,travel,163.29,monthly,163.29
128,4113.58,wants,other,other,19.24,biweekly,41.75
129,7260.24,needs,groceries,groceries,577.31,monthly,577.31
129,7260.24,needs,rent/mortgage,rent_mortgage,1046.05,biweekly,2269.93
129,7260.24,needs,utilities,utilities,430.28,monthly,430.28
129,7260.24,needs,gas/transport,gas_transport,422.67,monthly,422.67
129,7260.24,needs,insurance,insurance,404.39,monthly,404.39
129,7260.24,needs,bills,bills,372.06,monthly,372.06
129,7260.24,needs,healthcare,healthcare,215.46,monthly,215.46
129,7260.24,needs,other,other,41.31,weekly,178.87
129,7260.24,wants,dining out,dining_out,279.86,monthly,279.86
129,7260.24,wants,entertainment,entertainment,517.78,one time,517.78
129,7260.24,wants,travel,travel,128.91,one time,128.91
129,7260.24,wants,personal care,personal_care,370.28,monthly,370.28
129,7260.24,wants,gifts,gifts,145.95,monthly,145.95
129,7260.24,wants,other,other,15.48,weekly,67.03
130,15970.65,needs,groceries,groceries,2034.55,monthly,2034.55
130,15970.65,needs,rent/mortgage,rent_mortgage,2279.58,biweekly,4946.69
130,15970.65,needs,utilities,utilities,565.81,monthly,565.81
130,15970.65,needs,gas/transport,gas_transport,316.97,biweekly,687.82
130,15970.65,needs,insurance,insurance,608.5,monthly,608.5
130,15970.65,needs,bills,bills,780.38,one time,780.38
130,15970.65,needs,healthcare,healthcare,490.91,monthly,490.91
130,15970.65,needs,childcare,childcare,457.3,monthly,457.3
130,15970.65,wants,dining out,dining_out,152.89,weekly,662.01
130,15970.65,wants,entertainment,entertainment,547.13,monthly,547.13
130,15970.65,wants,shopping,shopping,1122.05,monthly,1122.05
130,15970.65,wants,subscriptions,subscriptions,197.52,monthly,197.52
130,15970.65,wants,travel,travel,160.69,weekly,695.79
130,15970.65,wants,personal care,personal_care,807.03,monthly,807.03
130,15970.65,wants,gifts,gifts,151.94,biweekly,329.71
131,6246.87,needs,groceries,groceries,691.54,monthly,691.54
131,6246.87,needs,rent/mortgage,rent_mortgage,1255.06,monthly,1255.06
131,6246.87,needs,utilities,utilities,357.66,monthly,357.66
131,6246.87,needs,gas/transport,gas_transport,179.52,biweekly,389.56
131,6246.87,needs,insurance,insurance,185.65,biweekly,402.86
131,6246.87,needs,bills,bills,317.05,monthly,317.05
131,6246.87,needs,healthcare,healthcare,235.66,monthly,235.66
131,6246.87,needs,childcare,childcare,202.46,monthly,202.46
131,6246.87,needs,other,other,36.63,weekly,158.61
131,6246.87,wants,dining out,dining_out,71.19,weekly,308.25
131,6246.87,wants,entertainment,entertainment,426.74,monthly,426.74
131,6246.87,wants,shopping,shopping,150.19,monthly,150.19
131,6246.87,wants,personal care,personal_care,29.4,weekly,127.3
131,6246.87,wants,gifts,gifts,69.01,biweekly,149.75
131,6246.87,wants,other,other,50.3,biweekly,109.15
132,4387.27,needs,groceries,groceries,85.37,weekly,369.65
132,4387.27,needs,rent/mortgage,rent_mortgage,474.8,biweekly,1030.32
132,4387.27,needs,utilities,utilities,266.11,monthly,266.11
132,4387.27,needs,gas/transport,gas_transport,64.31,weekly,278.46
132,4387.27,needs,insurance,insurance,46.95,weekly,203.29
132,4387.27,needs,bills,bills,138.29,monthly,138.29
132,4387.27,needs,healthcare,healthcare,118.76,monthly,118.76
132,4387.27,wants,dining out,dining_out,161.63,biweekly,350.74
132,4387.27,wants,hobbies,hobbies,187.28,monthly,187.28
132,4387.27,wants,travel,travel,23.51,weekly,101.8
132,4387.27,wants,personal care,personal_care,42.65,weekly,184.67
132,4387.27,wants,gifts,gifts,11.14,weekly,48.24
133,4301.45,needs,groceries,groceries,110.84,weekly,479.94
133,4301.45,needs,rent/mortgage,rent_mortgage,619.53,biweekly,1344.38
133,4301.45,needs,utilities,utilities,274.43,one time,274.43
133,4301.45,needs,gas/transport,gas_transport,206.58,one time,206.58
133,4301.45,needs,insurance,insurance,221.96,one time,221.96
133,4301.45,needs,bills,bills,67.81,biweekly,147.15
133,4301.45,needs,healthcare,healthcare,27.4,weekly,118.64
133,4301.45,needs,other,other,85.57,monthly,85.57
133,4301.45,wants,dining out,dining_out,151.41,biweekly,328.56
133,4301.45,wants,entertainment,entertainment,280.31,one time,280.31
133,4301.45,wants,shopping,shopping,346.39,monthly,346.39
133,4301.45,wants,subscriptions,subscriptions,70.02,monthly,70.02
133,4301.45,wants,travel,travel,173.22,monthly,173.22
133,4301.45,wants,personal care,personal_care,142.53,monthly,142.53
133,4301.45,wants,other,other,104.01,monthly,104.01
134,4916.3,needs,groceries,groceries,600.04,one time,600.04
134,4916.3,needs,rent/mortgage,rent_mortgage,1034.96,one time,1034.96
134,4916.3,needs,utilities,utilities,57.25,weekly,247.89
134,4916.3,needs,gas/transport,gas_transport,375.24,monthly,375.24
134,4916.3,needs,insurance,insurance,217.25,monthly,217.25
134,4916.3,needs,bills,bills,33.46,weekly,144.88
134,4916.3,needs,healthcare,healthcare,148.61,one time,148.61
134,4916.3,needs,childcare,childcare,218.72,monthly,218.72
134,4916.3,needs,other,other,91.11,monthly,91.11
134,4916.3,wants,entertainment,entertainment,314.35,monthly,314.35
134,4916.3,wants,shopping,shopping,276.21,monthly,276.21
134,4916.3,wants,subscriptions,subscriptions,20.36,weekly,88.16
134,4916.3,wants,hobbies,hobbies,27.96,biweekly,60.67
134,4916.3,wants,travel,travel,127.87,one time,127.87
134,4916.3,wants,personal care,personal_care,171.95,monthly,171.95
134,4916.3,wants,other,other,49.19,biweekly,106.74
135,9043.88,needs,groceries,groceries,1173.92,monthly,1173.92
135,9043.88,needs,rent/mortgage,rent_mortgage,2812.93,monthly,2812.93
135,9043.88,needs,utilities,utilities,96.48,weekly,417.76
135,9043.88,needs,gas/transport,gas_transport,406.93,monthly,406.93
135,9043.88,needs,insurance,insurance,74.23,weekly,321.42
135,9043.88,needs,bills,bills,62.77,weekly,271.79
135,9043.88,needs,healthcare,healthcare,69.46,weekly,300.76
135,9043.88,wants,dining out,dining_out,105.16,weekly,455.34
135,9043.88,wants,entertainment,entertainment,480.31,monthly,480.31
135,9043.88,wants,shopping,shopping,461.52,monthly,461.52
135,9043.88,wants,subscriptions,subscriptions,82.33,one time,82.33
135,9043.88,wants,hobbies,hobbies,197.48,monthly,197.48
135,9043.88,wants,personal care,personal_care,146.09,biweekly,317.02
135,9043.88,wants,gifts,gifts,177.17,monthly,177.17
135,9043.88,wants,other,other,38.37,weekly,166.14
136,2601.06,needs,groceries,groceries,86.42,biweekly,187.53
136,2601.06,needs,rent/mortgage,rent_mortgage,914.08,monthly,914.08
136,2601.06,needs,utilities,utilities,58.82,biweekly,127.64
136,2601.06,needs,gas/transport,gas_transport,71.76,biweekly,155.72
136,2601.06,needs,insurance,insurance,93.23,monthly,93.23
136,2601.06,needs,bills,bills,96.07,monthly,96.07
136,2601.06,needs,healthcare,healthcare,19.81,weekly,85.78
136,2601.06,needs,other,other,25.8,biweekly,55.99
136,2601.06,wants,dining out,dining_out,45.41,monthly,45.41
136,2601.06,wants,entertainment,entertainment,58.98,biweekly,127.99
136,2601.06,wants,shopping,shopping,44.57,weekly,192.99
136,2601.06,wants,subscriptions,subscriptions,11.91,weekly,51.57
136,2601.06,wants,hobbies,hobbies,30.74,weekly,133.1
136,2601.06,wants,travel,travel,16.82,weekly,72.83
136,2601.06,wants,personal care,personal_care,76.23,monthly,76.23
136,2601.06,wants,gifts,gifts,28.64,monthly,28.64
136,2601.06,wants,other,other,31.66,biweekly,68.7
137,3472.67,needs,groceries,groceries,254.79,monthly,254.79
137,3472.67,needs,rent/mortgage,rent_mortgage,846.46,monthly,846.46
137,3472.67,needs,utilities,utilities,196.43,monthly,196.43
137,3472.67,needs,gas/transport,gas_transport,69.48,biweekly,150.77
137,3472.67,needs,insurance,insurance,192.38,monthly,192.38
137,3472.67,needs,bills,bills,172.28,one time,172.28
137,3472.67,needs,healthcare,healthcare,87.83,one time,87.83
137,3472.67,needs,childcare,childcare,74.28,biweekly,161.19
137,3472.67,needs,other,other,81.8,monthly,81.8
137,3472.67,wants,dining out,dining_out,59.15,weekly,256.12
137,3472.67,wants,entertainment,entertainment,15.17,weekly,65.69
137,3472.67,wants,shopping,shopping,160.91,biweekly,349.17
137,3472.67,wants,subscriptions,subscriptions,72.55,monthly,72.55
137,3472.67,wants,hobbies,hobbies,18.09,weekly,78.33
137,3472.67,wants,travel,travel,26.02,weekly,112.67
137,3472.67,wants,personal care,personal_care,110.82,monthly,110.82
137,3472.67,wants,gifts,gifts,24.47,monthly,24.47
137,3472.67,wants,other,other,23.99,weekly,103.88
138,3601.71,needs,groceries,groceries,397.74,monthly,397.74
138,3601.71,needs,rent/mortgage,rent_mortgage,866.61,monthly,866.61
138,3601.71,needs,utilities,utilities,44.51,weekly,192.73
138,3601.71,needs,gas/transport,gas_transport,178.38,monthly,178.38
138,3601.71,needs,insurance,insurance,208.7,monthly,208.7
138,3601.71,needs,bills,bills,85.27,biweekly,185.04
138,3601.71,needs,healthcare,healthcare,82.72,one time,82.72
138,3601.71,needs,other,other,20.74,weekly,89.8
138,3601.71,wants,dining out,dining_out,286.77,one time,286.77
138,3601.71,wants,entertainment,entertainment,87.38,biweekly,189.61
138,3601.71,wants,shopping,shopping,129.71,biweekly,281.47
138,3601.71,wants,subscriptions,subscriptions,110.05,monthly,110.05
138,3601.71,wants,hobbies,hobbies,125.91,monthly,125.91
138,3601.71,wants,travel,travel,9.44,weekly,40.88
138,3601.71,wants,personal care,personal_care,64.6,monthly,64.6
138,3601.71,wants,gifts,gifts,36.44,biweekly,79.07
139,3484.96,needs,groceries,groceries,331.47,monthly,331.47
139,3484.96,needs,rent/mortgage,rent_mortgage,1043.82,one time,1043.82
139,3484.96,needs,utilities,utilities,191.26,monthly,191.26
139,3484.96,needs,gas/transport,gas_transport,188.39,monthly,188.39
139,3484.96,needs,insurance,insurance,179.13,monthly,179.13
139,3484.96,needs,bills,bills,67.11,biweekly,145.63
139,3484.96,needs,healthcare,healthcare,131.35,one time,131.35
139,3484.96,wants,dining out,dining_out,140.73,biweekly,305.38
139,3484.96,wants,entertainment,entertainment,32.38,weekly,140.21
139,3484.96,wants,shopping,shopping,232.05,monthly,232.05
139,3484.96,wants,subscriptions,subscriptions,11.94,weekly,51.7
139,3484.96,wants,hobbies,hobbies,181.67,monthly,181.67
139,3484.96,wants,travel,travel,70.9,monthly,70.9
139,3484.96,wants,personal care,personal_care,59.63,monthly,59.63
140,2571.13,needs,groceries,groceries,102.24,biweekly,221.86
140,2571.13,needs,rent/mortgage,rent_mortgage,355.94,biweekly,772.39
140,2571.13,needs,utilities,utilities,56.53,biweekly,122.67
140,2571.13,needs,gas/transport,gas_transport,42.87,weekly,185.63
140,2571.13,needs,insurance,insurance,29.75,weekly,128.82
140,2571.13,needs,bills,bills,100.07,one time,100.07
140,2571.13,needs,healthcare,healthcare,78.28,one time,78.28
140,2571.13,wants,dining out,dining_out,96.28,biweekly,208.93
140,2571.13,wants,entertainment,entertainment,67.2,monthly,67.2
140,2571.13,wants,shopping,shopping,260.61,monthly,260.61
140,2571.13,wants,subscriptions,subscriptions,91.88,one time,91.88
140,2571.13,wants,hobbies,hobbies,126.17,monthly,126.17
140,2571.13,wants,travel,travel,92.8,monthly,92.8
140,2571.13,wants,personal care,personal_care,99.91,monthly,99.91
140,2571.13,wants,gifts,gifts,31.53,monthly,31.53
141,4221.76,needs,groceries,groceries,234.27,biweekly,508.37
141,4221.76,needs,rent/mortgage,rent_mortgage,553.89,biweekly,1201.94
141,4221.76,needs,utilities,utilities,208.37,monthly,208.37
141,4221.76,needs,gas/transport,gas_transport,66.18,weekly,286.56
141,4221.76,needs,insurance,insurance,199.32,one time,199.32
141,4221.76,needs,bills,bills,125.29,monthly,125.29
141,4221.76,needs,healthcare,healthcare,130.79,monthly,130.79
141,4221.76,needs,childcare,childcare,189.26,monthly,189.26
141,4221.76,needs,other,other,49.79,biweekly,108.04
141,4221.76,wants,entertainment,entertainment,47.58,weekly,206.02
141,4221.76,wants,shopping,shopping,443.72,monthly,443.72
141,4221.76,wants,hobbies,hobbies,123.39,one time,123.39
141,4221.76,wants,gifts,gifts,146.95,monthly,146.95
141,4221.76,wants,other,other,49.64,biweekly,107.72
142,5073.79,needs,groceries,groceries,548.7,monthly,548.7
142,5073.79,needs,rent/mortgage,rent_mortgage,575.43,biweekly,1248.68
142,5073.79,needs,utilities,utilities,231.18,monthly,231.18
142,5073.79,needs,gas/transport,gas_transport,103.47,biweekly,224.53
142,5073.79,needs,insurance,insurance,197.38,monthly,197.38
142,5073.79,needs,bills,bills,208.26,monthly,208.26
142,5073.79,needs,healthcare,healthcare,156.28,monthly,156.28
142,5073.79,needs,childcare,childcare,95.75,biweekly,207.78
142,5073.79,needs,other,other,96.37,monthly,96.37
142,5073.79,wants,dining out,dining_out,95.87,biweekly,208.04
142,5073.79,wants,entertainment,entertainment,183.06,monthly,183.06
142,5073.79,wants,shopping,shopping,414.93,monthly,414.93
142,5073.79,wants,subscriptions,subscriptions,8.04,weekly,34.81
142,5073.79,wants,hobbies,hobbies,164.91,monthly,164.91
142,5073.79,wants,gifts,gifts,137.74,monthly,137.74
142,5073.79,wants,other,other,169.16,monthly,169.16
143,12725.09,needs,groceries,groceries,617.84,biweekly,1340.71
143,12725.09,needs,rent/mortgage,rent_mortgage,3618.55,monthly,3618.55
143,12725.09,needs,utilities,utilities,299.69,biweekly,650.33
143,12725.09,needs,gas/transport,gas_transport,456.03,biweekly,989.59
143,12725.09,needs,insurance,insurance,823.37,monthly,823.37
143,12725.09,needs,bills,bills,367.3,monthly,367.3
143,12725.09,needs,healthcare,healthcare,74.55,weekly,322.8
143,12725.09,needs,childcare,childcare,94.11,weekly,407.5
143,12725.09,needs,other,other,316.29,monthly,316.29
143,12725.09,wants,dining out,dining_out,1016.3,monthly,1016.3
143,12725.09,wants,subscriptions,subscriptions,100.92,weekly,436.98
143,12725.09,wants,hobbies,hobbies,187.12,monthly,187.12
143,12725.09,wants,travel,travel,389.69,monthly,389.69
143,12725.09,wants,personal care,personal_care,98.07,weekly,424.64
143,12725.09,wants,gifts,gifts,59.18,weekly,256.25
143,12725.09,wants,other,other,207.86,biweekly,451.06
144,2005.82,needs,groceries,groceries,250.26,monthly,250.26
144,2005.82,needs,rent/mortgage,rent_mortgage,469.47,monthly,469.47
144,2005.82,needs,utilities,utilities,128.57,one time,128.57
144,2005.82,needs,gas/transport,gas_transport,84.77,monthly,84.77
144,2005.82,needs,insurance,insurance,47.24,biweekly,102.51
144,2005.82,needs,bills,bills,15.93,weekly,68.98
144,2005.82,needs,healthcare,healthcare,32.94,biweekly,71.48
144,2005.82,needs,childcare,childcare,86.81,monthly,86.81
144,2005.82,wants,dining out,dining_out,56.19,one time,56.19
144,2005.82,wants,shopping,shopping,187.6,monthly,187.6
144,2005.82,wants,subscriptions,subscriptions,14.23,monthly,14.23
144,2005.82,wants,travel,travel,81.75,monthly,81.75
144,2005.82,wants,other,other,13.14,weekly,56.9
145,2050.75,needs,groceries,groceries,112.41,biweekly,243.93
145,2050.75,needs,rent/mortgage,rent_mortgage,719.87,monthly,719.87
145,2050.75,needs,utilities,utilities,53.18,biweekly,115.4
145,2050.75,needs,gas/transport,gas_transport,41.11,biweekly,89.21
145,2050.75,needs,insurance,insurance,81.15,monthly,81.15
145,2050.75,needs,bills,bills,71.71,monthly,71.71
145,2050.75,needs,healthcare,healthcare,30.11,biweekly,65.34
145,2050.75,needs,childcare,childcare,48.71,biweekly,105.7
145,2050.75,needs,other,other,12.22,weekly,52.91
145,2050.75,wants,dining out,dining_out,46.76,monthly,46.76
145,2050.75,wants,entertainment,entertainment,129.67,monthly,129.67
145,2050.75,wants,shopping,shopping,52.85,biweekly,114.68
145,2050.75,wants,subscriptions,subscriptions,65.79,monthly,65.79
145,2050.75,wants,hobbies,hobbies,96.11,one time,96.11
145,2050.75,wants,travel,travel,74.63,monthly,74.63
145,2050.75,wants,personal care,personal_care,65.97,one time,65.97
145,2050.75,wants,gifts,gifts,53.59,monthly,53.59
146,2767.47,needs,groceries,groceries,334.56,one time,334.56
146,2767.47,needs,rent/mortgage,rent_mortgage,142.78,weekly,618.24
146,2767.47,needs,utilities,utilities,28.7,weekly,124.27
146,2767.47,needs,gas/transport,gas_transport,207.7,monthly,207.7
146,2767.47,needs,insurance,insurance,45.04,biweekly,97.74
146,2767.47,needs,bills,bills,136.68,monthly,136.68
146,2767.47,needs,healthcare,healthcare,88.75,one time,88.75
146,2767.47,needs,other,other,66.7,one time,66.7
146,2767.47,wants,dining out,dining_out,48.11,monthly,48.11
146,2767.47,wants,entertainment,entertainment,131.95,monthly,131.95
146,2767.47,wants,subscriptions,subscriptions,9.46,biweekly,20.53
146,2767.47,wants,travel,travel,111.31,monthly,111.31
146,2767.47,wants,personal care,personal_care,40.1,biweekly,87.02
146,2767.47,wants,gifts,gifts,61.79,monthly,61.79
146,2767.47,wants,other,other,68.46,monthly,68.46
147,9100.24,needs,groceries,groceries,156.66,weekly,678.34
147,9100.24,needs,rent/mortgage,rent_mortgage,1809.5,monthly,1809.5
147,9100.24,needs,utilities,utilities,541.99,monthly,541.99
147,9100.24,needs,gas/transport,gas_transport,218.44,biweekly,474.01
147,9100.24,needs,insurance,insurance,407.53,monthly,407.53
147,9100.24,needs,bills,bills,65.37,weekly,283.05
147,9100.24,needs,healthcare,healthcare,62.71,weekly,271.53
147,9100.24,needs,other,other,228.53,monthly,228.53
147,9100.24,wants,dining out,dining_out,560.34,monthly,560.34
147,9100.24,wants,entertainment,entertainment,473.82,monthly,473.82
147,9100.24,wants,shopping,shopping,442.78,monthly,442.78
147,9100.24,wants,subscriptions,subscriptions,321.13,monthly,321.13
147,9100.24,wants,hobbies,hobbies,449.05,monthly,449.05
147,9100.24,wants,travel,travel,63.03,biweekly,136.78
147,9100.24,wants,other,other,293.57,one time,293.57
148,2611.46,needs,groceries,groceries,217.94,monthly,217.94
148,2611.46,needs,rent/mortgage,rent_mortgage,582.24,monthly,582.24
148,2611.46,needs,utilities,utilities,34.48,weekly,149.3
148,2611.46,needs,gas/transport,gas_transport,66.44,biweekly,144.17
148,2611.46,needs,insurance,insurance,96.24,monthly,96.24
148,2611.46,needs,bills,bills,26.57,weekly,115.05
148,2611.46,needs,healthcare,healthcare,100.74,monthly,100.74
148,2611.46,needs,childcare,childcare,97.84,monthly,97.84
148,2611.46,needs,other,other,25.66,biweekly,55.68
148,2611.46,wants,entertainment,entertainment,89.98,monthly,89.98
148,2611.46,wants,shopping,shopping,37.79,biweekly,82.0
148,2611.46,wants,hobbies,hobbies,9.11,weekly,39.45
148,2611.46,wants,travel,travel,127.12,monthly,127.12
148,2611.46,wants,gifts,gifts,58.52,monthly,58.52
149,7449.5,needs,groceries,groceries,905.07,monthly,905.07
149,7449.5,needs,rent/mortgage,rent_mortgage,1213.37,biweekly,2633.01
149,7449.5,needs,utilities,utilities,425.63,monthly,425.63
149,7449.5,needs,gas/transport,gas_transport,578.73,monthly,578.73
149,7449.5,needs,insurance,insurance,96.46,weekly,417.67
149,7449.5,needs,bills,bills,387.14,monthly,387.14
149,7449.5,needs,healthcare,healthcare,89.98,biweekly,195.26
149,7449.5,needs,childcare,childcare,311.55,monthly,311.55
149,7449.5,needs,other,other,25.91,weekly,112.19
149,7449.5,wants,entertainment,entertainment,384.41,monthly,384.41
149,7449.5,wants,shopping,shopping,524.96,monthly,524.96
149,7449.5,wants,hobbies,hobbies,227.44,one time,227.44
149,7449.5,wants,personal care,personal_care,286.76,one time,286.76
149,7449.5,wants,gifts,gifts,135.57,monthly,135.57
149,7449.5,wants,other,other,64.13,one time,64.13
150,2299.92,needs,groceries,groceries,121.31,biweekly,263.24
150,2299.92,needs,rent/mortgage,rent_mortgage,249.26,biweekly,540.89
150,2299.92,needs,utilities,utilities,129.49,monthly,129.49
150,2299.92,needs,gas/transport,gas_transport,26.17,weekly,113.32
150,2299.92,needs,insurance,insurance,127.8,monthly,127.8
150,2299.92,needs,bills,bills,74.11,monthly,74.11
150,2299.92,needs,healthcare,healthcare,70.94,monthly,70.94
150,2299.92,wants,entertainment,entertainment,22.3,biweekly,48.39
150,2299.92,wants,shopping,shopping,103.29,biweekly,224.14
150,2299.92,wants,subscriptions,subscriptions,82.38,monthly,82.38
150,2299.92,wants,hobbies,hobbies,25.32,weekly,109.64
150,2299.92,wants,personal care,personal_care,19.18,weekly,83.05
150,2299.92,wants,gifts,gifts,14.52,weekly,62.87
150,2299.92,wants,other,other,34.64,monthly,34.64
151,3736.75,needs,groceries,groceries,65.99,weekly,285.74
151,3736.75,needs,rent/mortgage,rent_mortgage,254.7,weekly,1102.85
151,3736.75,needs,utilities,utilities,138.65,monthly,138.65
151,3736.75,needs,gas/transport,gas_transport,200.12,one time,200.12
151,3736.75,needs,insurance,insurance,49.03,weekly,212.3
151,3736.75,needs,bills,bills,113.07,one time,113.07
151,3736.75,needs,healthcare,healthcare,94.18,monthly,94.18
151,3736.75,needs,childcare,childcare,140.38,monthly,140.38
151,3736.75,wants,dining out,dining_out,302.68,one time,302.68
151,3736.75,wants,entertainment,entertainment,29.45,biweekly,63.91
151,3736.75,wants,subscriptions,subscriptions,19.76,weekly,85.56
151,3736.75,wants,hobbies,hobbies,167.01,monthly,167.01
151,3736.75,wants,personal care,personal_care,38.7,monthly,38.7
152,9944.41,needs,groceries,groceries,395.7,biweekly,858.67
152,9944.41,needs,rent/mortgage,rent_mortgage,2938.86,monthly,2938.86
152,9944.41,needs,utilities,utilities,633.9,monthly,633.9
152,9944.41,needs,gas/transport,gas_transport,737.85,monthly,737.85
152,9944.41,needs,insurance,insurance,464.65,monthly,464.65
152,9944.41,needs,bills,bills,449.22,monthly,449.22
152,9944.41,needs,healthcare,healthcare,343.28,monthly,343.28
152,9944.41,needs,childcare,childcare,434.3,monthly,434.3
152,9944.41,wants,dining out,dining_out,705.84,monthly,705.84
152,9944.41,wants,subscriptions,subscriptions,115.83,biweekly,251.35
152,9944.41,wants,travel,travel,390.15,one time,390.15
152,9944.41,wants,gifts,gifts,265.52,monthly,265.52
152,9944.41,wants,other,other,68.91,monthly,68.91
153,8448.21,needs,groceries,groceries,1027.16,monthly,1027.16
153,8448.21,needs,rent/mortgage,rent_mortgage,1040.73,biweekly,2258.38
153,8448.21,needs,utilities,utilities,301.44,monthly,301.44
153,8448.21,needs,gas/transport,gas_transport,539.6,monthly,539.6
153,8448.21,needs,insurance,insurance,206.01,biweekly,447.04
153,8448.21,needs,bills,bills,73.22,weekly,317.04
153,8448.21,needs,healthcare,healthcare,98.97,biweekly,214.76
153,8448.21,needs,childcare,childcare,66.23,weekly,286.78
153,8448.21,wants,dining out,dining_out,596.99,monthly,596.99
153,8448.21,wants,entertainment,entertainment,114.88,weekly,497.43
153,8448.21,wants,shopping,shopping,46.66,weekly,202.04
153,8448.21,wants,subscriptions,subscriptions,100.85,monthly,100.85
153,8448.21,wants,hobbies,hobbies,182.97,biweekly,397.04
153,8448.21,wants,travel,travel,190.88,biweekly,414.21
153,8448.21,wants,personal care,personal_care,94.97,weekly,411.22
153,8448.21,wants,gifts,gifts,45.87,biweekly,99.54
154,5199.56,needs,groceries,groceries,84.43,weekly,365.58
154,5199.56,needs,rent/mortgage,rent_mortgage,272.99,weekly,1182.05
154,5199.56,needs,utilities,utilities,320.71,one time,320.71
154,5199.56,needs,gas/transport,gas_transport,375.33,monthly,375.33
154,5199.56,needs,insurance,insurance,240.3,one time,240.3
154,5199.56,needs,bills,bills,238.27,monthly,238.27
154,5199.56,needs,healthcare,healthcare,202.68,monthly,202.68
154,5199.56,wants,dining out,dining_out,242.1,monthly,242.1
154,5199.56,wants,shopping,shopping,229.01,biweekly,496.95
154,5199.56,wants,hobbies,hobbies,178.01,monthly,178.01
154,5199.56,wants,travel,travel,42.64,biweekly,92.53
154,5199.56,wants,personal care,personal_care,91.84,one time,91.84
154,5199.56,wants,gifts,gifts,8.38,weekly,36.29
154,5199.56,wants,other,other,23.02,weekly,99.68
155,5797.17,needs,groceries,groceries,500.92,monthly,500.92
155,5797.17,needs,rent/mortgage,rent_mortgage,738.87,biweekly,1603.35
155,5797.17,needs,utilities,utilities,219.99,monthly,219.99
155,5797.17,needs,gas/transport,gas_transport,403.49,monthly,403.49
155,5797.17,needs,insurance,insurance,272.52,monthly,272.52
155,5797.17,needs,bills,bills,96.15,biweekly,208.65
155,5797.17,needs,healthcare,healthcare,181.75,monthly,181.75
155,5797.17,wants,dining out,dining_out,89.08,monthly,89.08
155,5797.17,wants,entertainment,entertainment,75.23,biweekly,163.25
155,5797.17,wants,shopping,shopping,197.36,monthly,197.36
155,5797.17,wants,subscriptions,subscriptions,72.03,monthly,72.03
155,5797.17,wants,travel,travel,151.62,monthly,151.62
155,5797.17,wants,personal care,personal_care,60.27,monthly,60.27
155,5797.17,wants,gifts,gifts,11.62,weekly,50.31
155,5797.17,wants,other,other,76.01,biweekly,164.94
156,3563.92,needs,groceries,groceries,307.13,one time,307.13
156,3563.92,needs,rent/mortgage,rent_mortgage,1243.24,monthly,1243.24
156,3563.92,needs,utilities,utilities,167.32,one time,167.32
156,3563.92,needs,gas/transport,gas_transport,91.43,biweekly,198.4
156,3563.92,needs,insurance,insurance,223.63,one time,223.63
156,3563.92,needs,bills,bills,182.84,one time,182.84
156,3563.92,needs,healthcare,healthcare,106.91,monthly,106.91
156,3563.92,wants,dining out,dining_out,267.11,monthly,267.11
156,3563.92,wants,entertainment,entertainment,102.81,monthly,102.81
156,3563.92,wants,shopping,shopping,129.27,biweekly,280.52
156,3563.92,wants,gifts,gifts,65.61,one time,65.61
157,9825.84,needs,groceries,groceries,1258.89,monthly,1258.89
157,9825.84,needs,rent/mortgage,rent_mortgage,2894.92,one time,2894.92
157,9825.84,needs,utilities,utilities,126.19,weekly,546.4
157,9825.84,needs,gas/transport,gas_transport,296.4,biweekly,643.19
157,9825.84,needs,insurance,insurance,262.53,biweekly,569.69
157,9825.84,needs,bills,bills,464.47,monthly,464.47
157,9825.84,needs,healthcare,healthcare,69.32,weekly,300.16
157,9825.84,needs,childcare,childcare,481.41,one time,481.41
157,9825.84,wants,dining out,dining_out,479.73,one time,479.73
157,9825.84,wants,entertainment,entertainment,124.6,biweekly,270.38
157,9825.84,wants,shopping,shopping,58.21,weekly,252.05
157,9825.84,wants,subscriptions,subscriptions,68.73,monthly,68.73
