user_id,monthly_income,weekly_wage,checking_balance,savings_balance,total_needs,total_wants,actual_savings,savings_rate,num_expenses,budget_status,needs_groceries,needs_rent_mortgage,needs_utilities,needs_gas_transport,needs_insurance,needs_bills,needs_healthcare,needs_childcare,needs_other,wants_dining_out,wants_entertainment,wants_shopping,wants_subscriptions,wants_hobbies,wants_travel,wants_personal_care,wants_gifts,wants_other
116,3691.52,852.55,380.1,692.25,2773.46,712.28,205.78,0.0557,13,tight,408.92,1304.45,230.55,232.48,185.73,178.89,137.4,0.0,95.04,64.01,182.78,211.03,0.0,0.0,173.32,81.14,0.0,0.0
117,4873.47,1125.51,1200.22,1032.11,3308.83,1213.45,351.19,0.0721,15,tight,630.69,1481.03,237.25,310.73,196.84,201.03,133.51,0.0,117.75,223.25,344.54,137.36,50.02,259.58,61.02,0.0,137.68,0.0
118,5807.17,1341.15,1296.02,1324.4,3584.36,1138.77,1084.04,0.1867,16,healthy,592.92,1581.16,303.24,317.68,254.58,259.45,153.74,0.0,121.59,214.18,0.0,170.81,78.76,119.42,290.11,148.89,75.99,40.61
119,9011.05,2081.07,0,0,6169.67,3113.12,-271.74,-0.0302,17,over,854.04,2766.32,360.6,651.55,386.87,263.67,266.48,451.81,168.33,428.97,314.67,937.4,149.71,345.51,406.44,268.07,0.0,262.35
120,5345.6,1234.55,691.21,417.07,3050.2,1703.05,592.35,0.1108,15,healthy,640.94,1135.48,258.61,279.03,190.9,270.06,192.65,0.0,82.53,0.0,352.77,527.31,106.96,270.07,265.41,87.07,93.46,0.0
121,12006.69,2772.91,6557.45,8873.69,6279.5,2562.4,3164.79,0.2636,15,healthy,1123.33,2572.02,575.59,550.21,513.52,356.49,420.12,0.0,168.22,316.62,146.76,732.8,364.62,0.0,480.46,0.0,429.22,91.92
122,10804.57,2495.28,4225.78,2394.65,6681.22,2094.13,2029.22,0.1878,13,healthy,1054.29,3293.55,390.91,528.09,668.73,395.69,349.96,0.0,0.0,642.56,0.0,493.71,210.46,0.0,0.0,118.06,281.13,348.21
123,7955.58,1837.32,3145.03,2286.8,5060.54,1077.22,1817.82,0.2285,12,healthy,565.99,2385.77,433.29,515.33,474.33,339.45,176.23,0.0,170.15,0.0,494.48,229.71,124.49,0.0,0.0,0.0,0.0,228.54
124,10406.99,2403.46,2200.41,2343.08,6524.88,2170.05,1712.06,0.1645,15,healthy,790.92,3110.54,369.12,439.47,392.08,512.92,369.79,342.89,197.15,185.47,718.26,513.14,0.0,0.0,138.47,346.42,268.29,0.0
125,4352.65,1005.23,1565.3,1495.2,2950.51,745.13,657.01,0.1509,13,healthy,479.7,1324.67,209.1,308.96,158.0,218.49,152.95,0.0,98.64,130.16,255.67,0.0,139.71,0.0,134.06,0.0,85.53,0.0
126,3003.84,693.73,254.29,154.76,1687.08,833.53,483.23,0.1609,15,healthy,216.07,730.36,147.09,208.38,131.73,141.39,112.06,0.0,0.0,162.6,0.0,179.18,96.66,57.1,150.55,33.01,63.46,90.97
127,4024.85,929.53,948.61,392.56,2474.71,956.53,593.61,0.1475,14,healthy,458.46,878.61,219.07,238.56,225.79,184.88,117.48,151.86,0.0,251.57,0.0,193.04,56.72,180.11,0.0,169.48,105.61,0.0
128,3472.26,801.91,0,0,2520.44,987.04,-35.22,-0.0101,15,over,389.92,1131.82,156.4,226.96,199.9,155.78,120.47,139.19,0.0,169.91,139.6,343.58,90.97,169.24,44.89,0.0,28.85,0.0
129,5254.55,1213.52,749.75,1457.61,3185.0,1023.75,1045.8,0.199,15,healthy,460.25,1507.85,238.56,342.64,193.82,176.43,171.32,0.0,94.13,410.61,104.66,0.0,107.86,58.48,86.63,114.74,140.77,0.0
130,4881.78,1127.43,0,0,3396.42,1628.75,-143.39,-0.0294,17,over,450.0,1536.76,314.1,283.84,249.02,139.61,170.05,154.97,98.07,401.27,349.73,407.97,45.74,0.0,69.61,92.35,118.36,143.72
131,5343.12,1233.98,696.17,1073.34,3219.32,1252.78,871.02,0.163,16,healthy,402.04,1221.8,284.0,399.15,210.73,197.01,139.58,261.72,103.29,195.82,199.99,0.0,45.86,256.68,0.0,229.89,178.63,145.91
132,3235.88,747.32,458.61,542.53,2211.32,753.9,270.66,0.0836,16,tight,386.26,952.37,185.08,228.08,142.41,140.04,106.74,0.0,70.34,168.2,109.07,133.36,98.85,31.68,50.4,81.16,81.18,0.0
133,5532.88,1277.8,1917.99,1107.32,3612.73,661.14,1259.01,0.2276,11,healthy,448.13,1784.05,338.45,368.82,307.43,167.66,198.19,0.0,0.0,224.21,0.0,0.0,0.0,0.0,202.53,182.29,52.11,0.0
134,3043.85,702.97,2432.57,2127.99,1897.78,620.17,525.9,0.1728,13,healthy,362.28,902.22,137.77,131.0,126.84,95.63,70.79,0.0,71.25,218.55,0.0,195.46,0.0,36.46,134.56,0.0,35.14,0.0
135,2740.84,632.99,1302.25,934.42,1558.29,388.77,793.78,0.2896,12,healthy,274.18,648.55,104.09,116.5,111.68,136.05,105.59,0.0,61.65,131.49,0.0,142.98,0.0,0.0,39.91,0.0,74.39,0.0
136,5472.35,1263.82,37.3,39.35,3467.87,1916.78,87.7,0.016,17,tight,608.64,1280.24,353.23,398.63,323.27,201.48,181.34,0.0,121.04,367.35,358.69,196.55,99.21,172.17,195.43,281.53,188.82,57.03
137,4269.22,985.96,883.38,893.69,2357.66,1372.7,538.86,0.1262,17,healthy,324.36,885.7,273.92,283.7,229.08,127.38,148.64,0.0,84.88,339.3,59.32,224.25,84.49,203.71,132.84,132.07,110.16,86.56
138,4755.6,1098.29,2085.54,3202.86,2789.22,476.83,1489.55,0.3132,13,healthy,525.92,1159.35,250.69,262.46,249.77,204.51,136.52,0.0,0.0,0.0,0.0,121.98,44.86,50.79,152.96,0.0,31.71,74.53
139,3254.15,751.54,1917.25,832.58,2228.81,609.84,415.5,0.1277,15,healthy,377.14,973.94,156.46,235.94,195.93,113.56,126.69,0.0,49.15,0.0,52.19,120.0,49.0,108.36,120.81,55.73,103.75,0.0
140,5617.87,1297.43,722.57,409.32,4095.26,598.48,924.13,0.1645,13,healthy,680.7,1983.21,206.72,329.49,322.42,271.11,204.96,0.0,96.65,0.0,147.01,0.0,0.0,129.07,157.25,0.0,38.63,126.52
141,2359.58,544.94,74.89,86.77,1613.67,668.14,77.77,0.033,16,tight,177.05,806.23,111.4,154.95,149.34,74.03,80.75,0.0,59.92,191.93,0.0,112.41,67.13,36.56,67.9,73.3,36.56,82.35
142,6084.3,1405.15,0.08,0.05,4894.84,1189.4,0.06,0.0,15,tight,778.84,2052.64,384.68,428.32,313.84,310.32,216.73,295.6,113.87,132.46,0.0,0.0,203.68,264.69,0.0,280.14,111.89,196.54
143,3403.17,785.95,181.28,263.32,2112.76,1080.06,210.35,0.0618,15,tight,404.31,926.17,124.44,220.15,133.01,146.61,76.5,0.0,81.57,226.07,138.51,271.81,40.7,0.0,175.31,0.0,114.66,113.0
144,2118.0,489.15,560.36,486.55,1562.38,341.49,214.13,0.1011,14,healthy,224.56,756.02,110.17,129.05,133.11,84.42,52.22,72.83,0.0,64.59,117.77,0.0,14.54,0.0,42.74,27.23,74.62,0.0
145,2642.92,610.37,1277.46,516.41,1557.72,616.81,468.39,0.1772,15,healthy,194.32,622.28,171.53,203.03,151.83,90.11,69.89,0.0,54.73,139.5,52.63,81.3,0.0,0.0,123.06,57.44,76.24,86.64
146,8629.68,1993.0,7131.91,2360.3,5129.08,1635.01,1865.59,0.2162,14,healthy,1017.38,1906.89,311.32,581.77,559.69,250.08,291.36,0.0,210.59,0.0,197.1,367.21,202.85,299.32,0.0,340.54,0.0,227.99
147,2543.31,587.37,294.92,187.95,1618.87,512.56,411.88,0.1619,15,healthy,248.27,703.54,109.55,136.98,136.5,129.04,94.92,0.0,60.07,180.04,44.64,0.0,45.7,0.0,68.93,40.53,71.41,61.31
148,5770.83,1332.76,949.9,288.91,3529.45,853.29,1388.09,0.2405,13,healthy,568.92,1541.24,342.37,332.56,208.98,225.78,192.47,0.0,117.13,479.21,0.0,0.0,180.3,64.33,0.0,0.0,50.96,78.49
149,7851.52,1813.28,558.49,723.71,4572.39,1898.83,1380.3,0.1758,15,healthy,919.97,1598.6,440.72,534.43,380.79,284.16,279.36,0.0,134.36,128.32,0.0,466.5,222.4,357.96,410.96,101.63,0.0,211.06
150,4871.58,1125.08,1735.19,2011.48,2818.28,1442.38,610.92,0.1254,16,healthy,524.01,1111.08,238.23,208.43,192.78,249.1,177.7,0.0,116.95,0.0,266.89,410.87,71.73,173.42,222.88,159.66,38.52,98.41
151,1788.01,412.94,173.78,95.25,1144.82,272.55,370.64,0.2073,14,healthy,145.78,420.17,111.34,113.86,97.82,62.65,68.44,81.59,43.17,127.3,0.0,0.0,16.14,40.52,0.0,0.0,29.88,58.71
152,3342.97,772.05,889.53,264.14,2529.33,488.81,324.83,0.0972,13,tight,331.56,1096.02,194.24,248.27,204.64,101.96,127.14,154.24,71.26,0.0,141.87,0.0,0.0,139.66,105.07,0.0,102.21,0.0
153,7894.65,1823.24,469.58,305.58,4781.05,2752.47,361.13,0.0457,18,tight,688.46,1900.16,374.59,401.34,401.75,247.2,296.25,318.86,152.44,424.74,284.99,421.53,83.14,419.22,416.6,320.01,121.66,260.58
154,3316.64,765.97,3263.78,1797.19,2131.96,478.85,705.83,0.2128,11,healthy,389.05,1038.69,193.85,162.86,119.76,150.58,77.17,0.0,0.0,179.44,0.0,0.0,78.85,138.28,0.0,0.0,82.28,0.0
155,4010.43,926.2,268.4,190.08,2673.48,976.36,360.59,0.0899,15,tight,362.3,1288.52,226.35,264.52,168.5,176.49,125.57,0.0,61.23,0.0,157.44,220.91,39.71,0.0,108.77,193.46,143.97,112.1
156,6517.54,1505.21,2846.51,2230.96,3818.91,1653.41,1045.22,0.1604,15,healthy,731.72,1406.71,320.66,495.25,414.21,246.41,203.95,0.0,0.0,246.0,133.8,0.0,212.94,202.02,313.94,224.59,132.02,188.1
157,2227.86,514.52,172.94,85.0,1408.14,582.76,236.96,0.1064,16,healthy,167.87,670.06,138.14,97.25,107.59,67.11,47.76,78.89,33.47,160.01,127.04,0.0,48.91,40.69,78.15,52.18,75.78,0.0
158,2671.97,617.08,2109.05,885.67,1337.62,660.29,674.06,0.2523,13,healthy,202.96,588.36,100.7,151.4,142.77,76.56,74.87,0.0,0.0,205.96,0.0,189.02,46.9,0.0,72.99,52.15,93.27,0.0
159,4891.96,1129.78,0,0,3574.94,1568.3,-251.28,-0.0514,17,over,590.83,1602.23,250.53,248.64,312.32,141.87,187.36,156.63,84.53,439.99,0.0,211.91,39.62,226.85,237.37,220.58,122.57,69.41
160,4031.75,931.12,2770.54,772.13,2332.48,815.41,883.86,0.2192,14,healthy,449.58,791.61,250.14,229.3,226.18,164.96,131.77,0.0,88.94,306.25,91.25,75.63,77.96,0.0,203.45,0.0,60.87,0.0
161,5408.1,1248.98,0,0,3952.18,1882.52,-426.6,-0.0789,18,over,575.21,1954.26,207.28,324.55,220.71,238.67,130.64,167.97,132.89,424.94,284.83,527.18,141.63,127.27,78.29,174.55,40.07,83.76
162,2237.44,516.73,664.95,1274.37,1253.64,575.98,407.82,0.1823,14,healthy,287.93,466.52,89.35,144.39,110.52,94.48,60.45,0.0,0.0,42.7,153.53,194.16,19.17,0.0,105.49,0.0,43.09,17.84
163,5234.6,1208.91,677.6,642.48,3358.25,969.75,906.6,0.1732,12,healthy,495.54,1718.49,254.41,300.55,199.14,231.47,158.65,0.0,0.0,311.29,102.4,321.03,0.0,0.0,0.0,0.0,111.97,123.06
164,3053.24,705.14,699.22,199.42,2054.65,508.28,490.31,0.1606,13,healthy,215.2,946.37,153.31,222.62,124.76,152.07,82.88,157.44,0.0,266.34,66.37,66.55,0.0,0.0,0.0,60.33,48.69,0.0
165,1857.89,429.07,659.16,521.73,1164.6,423.75,269.54,0.1451,13,healthy,191.89,501.63,115.9,143.26,80.86,63.7,67.36,0.0,0.0,41.97,0.0,181.42,0.0,47.62,0.0,83.53,50.77,18.44
166,5953.96,1375.05,1264.68,1441.88,3901.27,1512.86,539.83,0.0907,14,tight,504.14,1783.17,304.04,320.3,350.5,288.39,219.97,0.0,130.76,424.82,249.56,307.52,124.1,300.42,0.0,0.0,0.0,106.44
167,3325.83,768.09,2258.28,1306.09,2022.57,644.75,658.51,0.198,13,healthy,259.61,900.23,174.67,214.05,163.05,157.34,92.73,0.0,60.89,177.79,224.81,0.0,0.0,0.0,0.0,75.23,47.35,119.57
168,7127.38,1646.05,0,0,5063.18,2064.7,-0.5,-0.0001,15,over,647.15,2529.48,411.49,467.18,452.9,238.5,176.6,0.0,139.88,152.81,488.34,675.43,0.0,162.14,275.46,0.0,203.7,106.82
169,3928.96,907.38,2275.3,1708.67,2389.79,736.82,802.35,0.2042,15,healthy,352.89,1168.1,239.7,193.9,200.51,120.24,114.45,0.0,0.0,68.37,91.16,171.08,31.82,65.73,63.13,119.92,125.61,0.0
170,3362.64,776.59,80.92,69.97,2094.94,1143.02,124.68,0.0371,14,tight,297.99,1064.0,138.04,195.19,178.71,120.68,100.33,0.0,0.0,282.18,200.21,317.72,0.0,95.65,135.96,36.87,0.0,74.43
171,3240.23,748.32,342.72,110.85,2346.26,354.85,539.12,0.1664,13,healthy,419.75,1176.89,123.65,174.12,138.0,126.67,108.54,0.0,78.64,0.0,0.0,153.72,26.07,0.0,49.61,54.04,0.0,71.41
172,3160.99,730.02,1488.36,1144.47,2067.56,465.07,628.36,0.1988,12,healthy,255.02,1093.63,152.55,204.98,173.46,96.3,91.62,0.0,0.0,0.0,0.0,113.79,0.0,0.0,125.17,42.18,87.62,96.31
173,5877.85,1357.47,3043.6,964.18,3319.91,1624.77,933.17,0.1588,15,healthy,454.05,1504.17,276.64,329.22,217.37,256.27,130.56,0.0,151.63,524.84,0.0,423.13,154.81,140.72,137.01,141.55,102.71,0.0
174,2258.94,521.7,499.0,170.49,1371.74,562.81,324.39,0.1436,15,healthy,174.94,605.37,84.44,135.43,104.53,76.17,87.63,70.53,32.7,171.58,0.0,110.34,0.0,120.8,42.94,38.97,0.0,78.18
175,3323.27,767.5,267.4,558.38,2110.4,770.29,442.58,0.1332,15,healthy,391.2,934.66,162.88,163.21,176.72,139.03,81.83,0.0,60.87,155.19,70.96,287.71,0.0,74.82,56.18,72.27,53.16,0.0
176,7497.03,1731.42,597.74,455.35,4825.22,1799.82,871.99,0.1163,14,healthy,706.77,1966.48,348.77,581.4,461.44,232.31,179.35,348.7,0.0,469.49,0.0,421.06,252.23,76.99,0.0,386.04,0.0,194.01
177,13976.67,3227.87,871.0,780.19,9294.03,3392.19,1290.45,0.0923,15,tight,1469.92,3956.99,666.52,714.25,894.92,519.75,397.07,421.18,253.43,1184.54,995.44,0.0,0.0,455.95,233.11,250.34,272.81,0.0
178,3974.42,917.88,263.26,273.57,2774.5,701.76,498.16,0.1253,14,healthy,486.06,1388.58,214.99,179.19,146.77,133.68,137.87,0.0,87.36,0.0,0.0,205.93,55.54,143.86,97.13,0.0,71.36,127.94
179,9551.88,2205.98,1979.27,1929.46,6604.16,2026.5,921.22,0.0964,15,tight,748.22,3266.68,534.69,527.87,523.12,362.16,370.15,271.27,0.0,376.48,343.98,0.0,324.23,454.38,212.28,0.0,221.19,93.96
180,14668.03,3387.54,3031.53,3926.18,9311.45,4103.54,1253.04,0.0854,17,tight,1815.67,4063.1,620.47,1114.63,559.79,420.99,394.23,0.0,322.57,952.11,608.99,559.48,116.46,622.42,650.21,286.05,137.02,170.8
181,15769.17,3641.84,899.14,312.92,9541.41,5536.33,691.43,0.0438,15,tight,1105.43,4509.69,1015.46,869.51,928.74,669.23,443.35,0.0,0.0,1226.7,758.31,1421.07,240.74,0.0,643.28,493.2,558.77,194.26
182,6716.08,1551.06,330.35,467.74,5020.38,1357.42,338.28,0.0504,13,tight,666.57,2427.05,406.02,414.56,371.65,310.18,204.85,219.5,0.0,0.0,314.48,549.8,0.0,0.0,148.42,0.0,188.45,156.27
183,4336.45,1001.49,1214.36,517.75,2355.45,1289.9,691.1,0.1594,15,healthy,318.21,1195.17,167.05,234.97,171.1,146.92,122.03,0.0,0.0,317.38,75.35,227.2,27.53,0.0,216.31,231.7,38.32,156.11
184,2408.88,556.32,436.23,285.21,1825.51,423.35,160.02,0.0664,15,tight,283.56,801.1,124.49,171.61,121.8,108.72,55.96,119.34,38.93,58.36,0.0,0.0,75.98,76.55,67.54,0.0,82.83,62.09
185,19967.97,4611.54,2815.56,4397.68,12524.14,5329.92,2113.91,0.1059,16,healthy,2123.99,6221.47,725.68,940.5,827.8,823.65,519.02,0.0,342.03,0.0,1371.48,616.85,281.19,821.66,639.26,463.99,697.29,438.2
186,3000.28,692.91,290.62,186.04,1772.24,1000.68,227.36,0.0758,15,tight,259.21,701.85,138.96,166.91,188.32,136.45,107.36,0.0,73.18,246.75,106.13,315.4,94.48,0.0,0.0,48.0,84.2,105.72
187,4877.92,1126.54,3592.75,1714.9,2862.94,950.2,1064.78,0.2183,13,healthy,445.06,1191.12,246.9,367.1,263.74,172.36,176.66,0.0,0.0,0.0,83.29,442.68,128.34,0.0,194.29,71.27,0.0,30.33
188,9803.47,2264.08,501.14,592.28,6219.17,2528.95,1055.35,0.1077,15,healthy,1170.54,2791.29,521.75,649.81,497.09,292.17,296.52,0.0,0.0,230.31,0.0,852.68,145.15,339.18,499.9,103.86,202.42,155.45
189,4017.73,927.88,3767.66,3074.01,2445.73,747.69,824.31,0.2052,15,healthy,385.09,1144.61,190.13,169.74,170.77,148.59,148.91,0.0,87.89,0.0,49.61,112.34,0.0,96.04,207.62,57.64,106.28,118.16
190,2664.6,615.38,980.38,529.78,1480.23,543.22,641.15,0.2406,12,healthy,203.77,591.91,154.6,176.98,171.32,102.38,79.27,0.0,0.0,89.82,190.93,95.55,72.05,0.0,94.87,0.0,0.0,0.0
191,4181.87,965.79,4307.48,2282.09,2249.14,502.52,1430.21,0.342,12,healthy,305.52,1034.96,175.4,247.76,227.14,144.12,114.24,0.0,0.0,0.0,0.0,155.06,37.73,106.06,0.0,0.0,133.23,70.44
192,3376.49,779.79,476.46,283.41,2062.19,958.92,355.38,0.1053,15,healthy,254.03,1018.89,122.33,249.27,137.72,102.53,108.53,0.0,68.89,0.0,184.69,317.91,57.33,0.0,103.75,150.56,118.26,26.42
193,5740.51,1325.75,389.88,323.71,4138.48,1097.8,504.23,0.0878,13,tight,736.46,1849.15,335.14,297.21,228.47,256.73,202.25,233.07,0.0,323.83,0.0,0.0,0.0,0.0,291.19,217.61,126.51,138.66
194,2700.42,623.65,0,0,2046.7,829.4,-175.68,-0.0651,16,over,334.58,976.29,95.36,184.43,115.25,118.22,102.36,120.21,0.0,162.9,84.94,257.19,75.33,0.0,84.57,45.72,30.82,87.93
195,1745.25,403.06,224.39,297.44,980.2,405.45,359.6,0.206,15,healthy,217.37,371.47,99.13,111.2,62.17,80.84,38.02,0.0,0.0,27.95,32.07,142.54,39.94,0.0,27.84,64.99,15.85,54.27
196,2155.36,497.77,937.53,1028.09,1291.59,498.78,364.99,0.1693,16,healthy,180.09,561.77,128.64,103.68,82.02,78.85,49.85,106.69,0.0,129.25,0.0,97.3,19.65,109.89,26.81,33.82,38.19,43.87
197,1823.05,421.03,829.43,1531.21,1062.64,385.68,374.73,0.2056,16,healthy,141.57,465.31,90.13,116.04,71.37,91.37,56.29,0.0,30.56,99.39,45.87,66.16,36.86,0.0,46.0,27.84,41.1,22.46
198,7509.84,1734.37,576.44,708.24,4161.22,2320.64,1027.98,0.1369,15,healthy,537.56,1940.87,412.16,541.83,269.65,224.51,234.64,0.0,0.0,534.02,275.55,605.08,0.0,78.45,71.26,363.63,252.14,140.51
199,1711.86,395.35,114.1,98.65,1001.23,585.86,124.77,0.0729,15,tight,183.41,388.34,88.64,122.22,75.99,81.92,60.71,0.0,0.0,0.0,107.5,114.25,49.12,64.58,90.63,76.28,58.73,24.77
200,2694.28,622.24,73.44,87.64,1827.51,824.09,42.68,0.0158,16,tight,297.67,933.89,134.89,115.47,132.85,77.86,89.67,0.0,45.21,68.88,113.42,175.38,26.77,138.23,107.04,97.83,96.54,0.0
201,6348.67,1466.21,961.54,955.94,4136.05,1555.71,656.91,0.1035,14,healthy,480.26,2240.58,275.55,287.04,369.23,249.87,233.52,0.0,0.0,114.08,402.63,0.0,199.0,252.05,307.26,241.09,0.0,39.6
202,6892.21,1591.73,1405.6,981.04,4098.19,983.43,1810.59,0.2627,11,healthy,843.96,1754.91,351.87,316.55,263.63,258.64,194.55,0.0,114.08,0.0,308.12,0.0,0.0,368.4,0.0,306.91,0.0,0.0
203,3453.53,797.58,915.34,1757.26,1921.87,676.53,855.13,0.2476,14,healthy,259.07,911.91,194.67,210.31,147.76,104.36,93.79,0.0,0.0,174.98,0.0,172.42,21.74,43.17,81.39,146.52,36.31,0.0
204,5041.38,1164.29,154.63,55.41,3451.65,1369.77,219.96,0.0436,17,tight,354.01,1693.21,244.41,229.42,324.52,207.23,140.13,258.72,0.0,81.74,322.97,297.64,112.28,71.09,85.52,131.94,96.42,170.17
205,5232.52,1208.43,1440.04,895.3,3258.76,1345.93,627.83,0.12,14,healthy,495.4,1686.39,198.79,329.25,228.65,174.5,145.78,0.0,0.0,437.19,283.77,0.0,66.55,109.37,144.74,144.71,0.0,159.6
206,4860.04,1122.41,670.75,381.18,3182.59,1086.7,590.75,0.1216,15,healthy,502.26,1455.74,177.62,279.2,227.03,183.1,115.92,150.82,90.9,378.11,85.51,0.0,51.48,256.42,0.0,258.8,56.38,0.0
207,9144.19,2111.82,7012.91,2366.96,5409.16,1397.38,2337.65,0.2556,13,healthy,1062.76,2214.67,492.15,574.77,445.99,279.54,339.28,0.0,0.0,405.18,0.0,0.0,75.82,211.33,156.29,0.0,221.29,327.47
208,4509.0,1041.34,533.06,366.17,2549.71,1076.22,883.07,0.1958,14,healthy,348.52,1289.78,260.75,248.62,161.81,135.27,104.96,0.0,0.0,288.1,172.08,182.65,124.1,0.0,159.8,0.0,85.69,63.8
209,4747.92,1096.52,1862.32,2356.63,2872.78,1027.59,847.55,0.1785,16,healthy,512.59,1064.0,239.02,249.57,258.06,173.08,115.08,173.71,87.67,0.0,60.08,425.28,83.4,64.72,231.47,0.0,88.56,74.08
210,4248.19,981.11,383.24,626.15,2631.61,1059.56,557.02,0.1311,15,healthy,341.0,1105.88,185.02,309.35,264.87,204.76,157.71,0.0,63.02,294.16,153.02,310.58,83.41,61.44,43.83,0.0,0.0,113.12
211,9264.59,2139.63,1289.34,534.38,5953.38,2856.74,454.47,0.0491,16,tight,947.34,2887.07,569.77,405.12,397.58,435.43,311.07,0.0,0.0,241.79,608.93,601.82,191.81,284.62,379.96,184.41,248.74,114.66
212,1708.66,394.61,352.1,136.86,1206.0,425.85,76.81,0.045,15,tight,180.13,581.32,75.79,81.23,106.66,62.75,62.57,55.55,0.0,137.09,0.0,145.33,19.84,50.18,21.84,0.0,36.29,15.28
213,2764.97,638.56,902.01,501.85,1690.61,466.4,607.96,0.2199,13,healthy,239.32,782.84,100.91,127.19,171.03,93.27,71.78,104.27,0.0,184.91,0.0,0.0,75.14,0.0,0.0,102.29,73.65,30.41
214,4668.11,1078.09,622.3,964.25,2703.65,1471.28,493.18,0.1056,16,healthy,376.49,975.33,282.84,359.0,231.77,142.96,145.7,189.56,0.0,0.0,262.21,499.87,79.02,191.2,222.03,65.69,30.91,120.35
215,4861.44,1122.73,955.64,1018.35,3451.52,664.44,745.48,0.1533,14,healthy,400.48,1704.76,185.89,313.88,303.22,238.34,181.75,0.0,123.2,0.0,263.05,0.0,111.82,67.86,75.95,107.17,0.0,38.59
216,4106.39,948.36,1921.71,1715.2,2535.84,875.49,695.06,0.1693,15,healthy,362.8,1260.34,174.7,214.35,225.68,130.26,106.24,0.0,61.47,170.82,153.39,0.0,61.85,162.41,163.23,0.0,61.73,102.06
217,2026.57,468.03,46.94,61.31,1507.81,461.76,57.0,0.0281,17,tight,226.24,630.48,92.46,155.26,126.41,94.04,47.69,84.97,50.26,0.0,39.62,175.62,17.31,28.02,69.8,29.31,55.75,46.33
218,7203.57,1663.64,1171.6,1070.21,3536.22,2884.37,782.98,0.1087,16,healthy,638.62,1419.71,400.76,302.58,278.28,237.02,259.25,0.0,0.0,638.98,322.74,686.78,180.71,277.96,242.04,281.22,187.52,66.42
219,1889.43,436.36,690.28,455.72,1234.2,428.44,226.79,0.12,15,healthy,198.07,576.8,91.32,103.48,116.15,53.32,56.7,0.0,38.36,0.0,0.0,129.77,19.27,95.52,58.13,32.33,48.69,44.73
220,2352.03,543.19,2007.43,844.05,1325.73,456.28,570.02,0.2424,12,healthy,187.11,502.97,115.94,181.87,134.02,116.65,87.17,0.0,0.0,55.47,0.0,170.74,36.76,125.83,0.0,67.48,0.0,0.0
221,5258.23,1214.37,2944.6,1730.16,3618.92,870.39,768.92,0.1462,15,healthy,579.03,1746.16,240.76,324.31,213.27,262.18,157.39,0.0,95.82,133.25,181.76,0.0,78.59,0.0,125.63,265.55,42.27,43.34
222,2584.97,596.99,156.21,43.49,1663.95,716.99,204.03,0.0789,14,tight,289.13,711.19,110.87,140.03,116.42,81.01,88.43,126.87,0.0,214.09,36.5,185.67,0.0,133.38,0.0,0.0,65.94,81.41
223,6784.7,1566.91,2313.9,1120.54,4350.85,1361.31,1072.54,0.1581,13,healthy,722.49,2108.98,335.61,377.09,380.22,208.79,217.67,0.0,0.0,222.96,0.0,581.67,50.02,137.37,0.0,147.34,221.95,0.0
224,1750.2,404.2,41.07,78.11,1190.42,435.26,124.52,0.0711,14,tight,179.6,559.22,109.31,118.44,102.22,76.47,45.16,0.0,0.0,118.86,42.38,67.81,0.0,80.05,70.75,24.75,0.0,30.66
225,2528.27,583.9,130.81,110.87,1513.5,921.75,93.02,0.0368,17,tight,235.02,590.88,138.56,166.3,146.36,126.01,68.4,0.0,41.97,155.78,171.19,171.41,36.97,70.98,52.35,135.69,36.46,90.92
226,4723.39,1090.85,2435.52,3976.2,3314.94,427.91,980.54,0.2076,13,healthy,517.46,1568.76,182.94,252.96,190.65,182.12,181.31,156.95,81.79,93.54,134.93,0.0,49.15,0.0,0.0,0.0,150.29,0.0
227,19752.82,4561.85,3557.28,5068.29,12178.66,3948.31,3625.85,0.1836,15,healthy,1401.8,6690.28,717.86,907.26,758.42,649.8,709.6,0.0,343.64,830.04,681.14,410.94,207.45,0.0,0.0,814.01,540.94,463.79
228,1577.31,364.27,65.84,36.22,1073.67,457.02,46.62,0.0296,16,tight,198.95,442.57,81.15,107.87,80.18,62.05,45.64,55.26,0.0,66.48,29.85,153.35,33.39,57.15,54.6,0.0,46.2,16.0
229,5010.05,1157.06,1724.99,1370.05,3232.89,994.43,782.73,0.1562,14,healthy,395.31,1723.87,202.39,240.5,290.41,196.78,183.63,0.0,0.0,0.0,219.23,147.65,0.0,121.02,182.34,61.72,166.92,95.55
230,9665.37,2232.19,3065.74,2225.72,6984.78,1394.2,1286.39,0.1331,13,healthy,1219.74,3348.69,445.56,537.95,485.78,489.79,254.7,0.0,202.57,378.98,0.0,0.0,271.01,0.0,337.13,0.0,92.37,314.71
231,16664.34,3848.58,1881.66,968.4,11325.24,4889.22,449.88,0.027,16,tight,1307.49,5614.48,596.93,1275.75,982.69,799.56,410.88,0.0,337.46,386.95,644.32,1596.53,158.21,0.0,695.42,357.05,488.45,562.29
232,8644.52,1996.42,1019.75,847.3,6239.16,1738.59,666.77,0.0771,15,tight,1060.29,2615.79,338.05,656.6,371.36,410.89,225.51,439.32,121.35,264.88,240.18,651.75,98.56,0.0,266.5,216.72,0.0,0.0
